player_name,team_name,position,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,id,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totalAppearances,touches,wasFouled,yellowCards,yellowRedCards
Frank Onyeka,Brentford,M,2,0,0,10,1,50,19,9,28,77.77777778,1,50,1,6,1,0,0,5,1,0,0,0,3,0,0,0,2,8,0,0,0.36951338,,3,0,0,0,0,1,,7,50,0,0,0,2143730,8,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,2,0,0,1,3,4,0,8,50,2,25,11,36,0,0,55,3,0,0
Kristoffer Ajer,Brentford,D,12,1,14.28571429,54,23,29.11392405,146,350,496,78.98089172,55,57.89473684,40,25,1,0,0,51,1,1,2,4,102,0,0,5,7,81,0,0,0.71226843,0.7805,22,0,0,0,0,1,,42,50.60240964,0,0,0,2163600,132,15,4,0,18,1648,0,14,0,0,0,1,0,0,0,0,0,170,2,0,6.636,0,0,0,0,0,0,0,0,0,0,0,8,2,5,3,2,20,0,35,20,57.14285714,4,40,10,7,97,54.49438202,79,249,379,628,10,0,921,5,3,0
Romelle Donovan,Brentford,F,1,0,0,7,1,50,8,1,9,56.25,0,0,1,4,0,0,0,5,0,0,2,0,0,0,0,2,1,7,0,0,0.01732758,0.0958,2,0,0,0,0,0,,8,57.14285714,0,0,0,2596964,7,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,14,1,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,83.33333333,0,0,0,0,1,2,6,2,8,53.33333333,2,12,4,16,3,0,34,3,0,0
Josh Dasilva,Brentford,M,1,0,0,0,0,0,0,2,2,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.06E-06,,0,0,0,0,0,0,,0,0,0,0,0,2846506,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,4,0,0,0
Reiss Nelson,Brentford,M,2,0,0,29,2,66.66666667,50,16,66,92.95774648,0,0,0,9,1,0,0,16,0,2,0,0,2,0,0,4,2,13,0,0,0.11217079,0.7111,0,0,0,0,0,1,,11,45.83333333,0,0,1,2427338,5,0,2,0,0,140,0,1,0,0,0,0,0,0,0,0,0,23,2,0,6.588888889,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,5,41.66666667,0,4,3,75,2,3,12,2,11,45.83333333,3,55,16,71,5,0,112,2,0,0
Aaron Hickey,Brentford,D,7,0,0,35,10,45.45454545,96,128,224,83.58208955,9,50,9,19,0,0,0,33,0,1,1,0,20,0,0,5,6,32,0,0,0.13462922,0.4147,6,0,0,0,0,0,,21,47.72727273,0,0,0,2143748,44,7,0,0,7,625,0,4,0,0,0,0,0,0,0,0,0,78,0,0,6.577777778,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,13,7,53.84615385,0,15,7,4,30,48.38709677,22,122,146,268,5,0,418,8,1,0
Rico Henry,Brentford,D,16,3,12,75,23,38.98305085,171,199,370,76.92307692,19,47.5,21,25,1,0,0,72,1,0,1,3,41,0,0,9,8,68,1,3,0.54618954,0.1792,15,0,0,0,0,1,,47,50,0,0,0,2143722,111,8,4,0,14,1334,2,5,0,0,0,1,0,0,0,0,0,218,3,0,6.433333333,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,15,50,0,15,11,73.33333333,4,41,30,25,66,49.25373134,59,239,242,481,5,0,817,17,2,0
Kaye Furo,Brentford,F,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1,0,0,0,0,0,,0,0,0,0,0,2846504,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Hákon Rafn Valdimarsson,Brentford,G,3,0,0,0,12,52.17391304,7,23,30,73.17073171,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00111148,,0,0,0,6,0,0,-1.7175,0,0,0,0,0,2701630,11,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,23,15,26,41,0,0,48,0,0,0
Jan Paul van Hecke,Brighton &amp; Hove Albion,D,112,10,47.61904762,300,118,46.82539683,755,1217,1972,87.02559576,104,59.09090909,72,33,3,0,0,106,2,2,7,8,175,0,0,4,20,122,3,0,1.49070299,2.3545,27,0,13.63636364,11,3,6,,90,64.28571429,1,0,1,2137114,294,38,12,0,33,2941,4,28,1,0,0,1,0,0,0,0,0,328,3,0,7.281818182,0,2,0,0,0,0,0,0,980.3333333,0,0,17,5,5,10,3,60,0,51,28,54.90196078,12,209,5,21,194,61.39240506,252,982,1284,2266,22,5,2739,40,9,0
Bart Verbruggen,Brighton &amp; Hove Albion,G,63,0,0,48,185,35.57692308,96,1002,1098,76.35605007,10,90.90909091,1,35,0,0,0,304,0,0,0,9,30,0,0,0,1,4,4,2,0.11079748,,2,0,0,97,0,0,2.931,5,62.5,0,21,0,2137116,340,0,1,0,35,3150,0,0,1,0,0,1,0,6,0,1,0,347,0,14,7.091428571,0,0,20,72,23,99,0,16,0,0,0,0,0,0,0,1,100,18,1,1,100,1,127,1,0,15,78.94736842,520,387,1051,1438,0,3,1732,3,3,0
Pascal Groß,Brighton &amp; Hove Albion,M,39,35,34.65346535,215,28,46.66666667,384,365,749,85.6,12,44.44444444,15,16,3,0,0,66,4,1,5,4,22,0,0,7,15,61,0,1,3.02757209,1.0761,16,0,7.692307692,0,1,4,,43,48.31460674,0,0,0,2572312,126,11,34,0,15,1366,4,4,0,0,0,0,0,0,0,0,0,228,15,0,7.075,0,1,0,0,0,0,0,0,1366,0,0,7,6,3,5,7,43.75,0,24,16,66.66666667,34,74,16,101,55,47.4137931,60,483,392,875,13,0,1148,12,2,0
Olivier Boscagli,Brighton &amp; Hove Albion,D,35,5,33.33333333,91,32,41.02564103,247,405,652,86.47214854,17,56.66666667,13,12,1,0,0,54,0,0,0,3,42,0,0,1,5,26,0,0,0.46156584,0.0382,7,0,0,29,0,1,,29,69.04761905,0,0,0,2469519,102,18,4,0,9,819,0,2,0,0,0,0,0,0,0,0,0,121,2,0,6.966666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,100,0,16,9,56.25,4,65,2,15,46,63.88888889,78,316,438,754,1,0,902,11,2,0
Lewis Dunk,Brighton &amp; Hove Albion,D,53,1,20,164,75,48.38709677,544,1498,2042,92.14801444,68,59.13043478,47,30,0,0,0,121,1,0,5,6,132,0,0,4,19,83,1,2,0.5215836,1.1728,14,0,0,137,0,0,,45,55.55555556,0,0,0,2137100,174,29,6,0,28,2574,1,26,0,0,0,1,0,0,0,0,1,198,2,0,6.916666667,0,0,0,0,0,0,0,0,0,0,2,16,3,12,2,4,100,0,33,21,63.63636364,6,97,4,5,113,57.65306122,155,652,1564,2216,19,1,2552,8,10,0
Yankuba Minteh,Brighton &amp; Hove Albion,M,16,31,22.62773723,185,12,42.85714286,288,94,382,67.01754386,19,39.58333333,29,31,4,0,0,90,10,4,15,1,14,0,0,30,19,157,0,1,4.60731203,3.5785,29,0,5,0,2,6,,133,50.95785441,0,0,0,2137151,188,15,42,1,24,2174,10,0,0,2,0,0,0,0,0,0,1,470,18,0,6.829032258,0,1,0,0,0,0,0,0,1087,0,0,33,7,15,10,60,54.05405405,0,51,33,64.70588235,40,39,111,137,152,49.19093851,28,445,125,570,40,0,1183,22,3,0
Ferdi Kadıoğlu,Brighton &amp; Hove Albion,D,24,22,21.56862745,356,41,46.59090909,603,456,1059,85.54119548,28,48.27586207,30,34,0,0,0,121,0,3,6,9,76,0,0,17,37,110,0,0,2.61480204,1.9659,19,0,3.846153846,0,1,1,,101,55.80110497,0,0,2,2137110,179,24,19,0,31,2864,6,7,0,1,0,0,0,0,0,0,0,364,10,0,6.823529412,0,1,0,0,0,0,0,0,2864,0,0,12,14,8,12,12,54.54545455,0,55,38,69.09090909,18,51,22,102,129,53.9748954,88,723,515,1238,26,2,1884,35,6,0
Joël Veltman,Brighton &amp; Hove Albion,D,9,2,11.76470588,80,12,30.76923077,154,158,312,80.20565553,19,65.51724138,10,22,0,0,0,39,0,0,1,1,41,0,0,2,7,31,0,0,0.1491724,0.952,9,0,33.33333333,0,1,1,,53,71.62162162,0,0,0,2196322,77,18,4,1,8,976,2,6,0,0,0,0,0,0,0,0,0,138,4,0,6.815,0,0,0,0,0,0,0,0,976,0,0,3,0,1,1,2,40,0,29,17,58.62068966,4,23,5,17,72,69.90291262,39,208,181,389,3,0,682,22,5,0
Kaoru Mitoma,Brighton &amp; Hove Albion,M,15,8,19.04761905,223,12,63.15789474,343,116,459,82.55395683,15,41.66666667,21,24,1,0,0,61,4,8,6,1,17,0,0,23,16,118,0,2,2.8061081,3.7819,30,0,10.34482759,0,3,4,,62,38.99371069,1,0,2,2137155,97,9,31,1,18,1663,4,1,0,1,0,0,0,0,0,0,0,235,10,0,6.808333333,0,1,0,0,0,0,0,0,554.3333333,0,0,23,6,10,13,26,44.82758621,0,17,11,64.70588235,30,24,58,42,77,39.48717949,19,415,141,556,29,0,887,19,4,0
Yasin Ayari,Brighton &amp; Hove Albion,M,26,5,21.73913043,143,40,59.70149254,354,465,819,86.21052632,9,34.61538462,17,27,3,0,0,123,2,0,11,6,24,0,0,19,24,112,0,4,1.13895251,2.7096,23,0,7.317073171,0,3,6,,93,49.46808511,0,0,1,2137137,131,25,16,0,20,1919,0,4,0,1,0,0,0,0,0,0,0,235,14,0,6.803703704,0,3,0,0,0,0,0,0,639.6666667,0,2,15,26,20,10,18,37.5,0,47,24,51.06382979,15,49,48,23,102,47.6635514,67,439,511,950,41,1,1304,28,1,0
Diego Gómez,Brighton &amp; Hove Albion,M,17,6,30,156,17,43.58974359,319,241,560,78.2122905,52,58.42696629,37,30,1,0,0,104,4,6,9,0,27,0,0,26,29,158,0,2,1.68692749,5.3698,48,0,13.88888889,0,5,6,,104,46.22222222,0,0,1,2137118,156,16,21,1,25,2052,1,3,0,0,0,1,0,0,0,0,0,282,18,0,6.776666667,0,4,0,0,0,0,0,0,410.4,0,2,22,14,13,14,18,47.36842105,0,77,49,63.63636364,21,36,38,20,156,49.68152866,39,439,277,716,36,1,1142,10,9,0
Maxim De Cuyper,Brighton &amp; Hove Albion,D,18,23,36.50793651,112,11,32.35294118,219,254,473,83.42151675,8,32,17,27,1,0,0,59,7,1,3,0,24,0,0,4,14,58,0,1,2.30863619,1.7056,16,0,18.18181818,0,2,3,,44,51.76470588,1,0,1,2137133,94,10,22,0,14,1220,1,2,0,1,0,1,0,0,0,0,0,170,9,0,6.75,0,1,0,0,0,0,0,0,610,0,3,5,6,2,6,5,38.46153846,0,21,12,57.14285714,21,43,13,63,52,47.27272727,34,287,280,567,11,1,832,18,2,0
Mats Wieffer,Brighton &amp; Hove Albion,D,23,3,20,181,40,54.05405405,364,342,706,83.6492891,41,47.6744186,45,25,3,0,0,101,4,2,5,5,71,0,0,22,35,142,0,1,1.85481122,1.9257,29,0,11.11111111,0,2,5,,94,49.21465969,0,0,1,2137135,138,25,20,1,22,1824,2,6,0,0,0,0,0,0,0,0,0,235,10,0,6.74,0,1,0,0,0,0,0,0,912,0,0,12,6,7,6,9,45,0,64,40,62.5,20,43,20,15,135,48.73646209,74,456,388,844,18,2,1380,22,8,0
Matt O'Riley,Brighton &amp; Hove Albion,M,1,4,57.14285714,18,1,33.33333333,30,31,61,87.14285714,2,28.57142857,5,6,0,0,0,2,0,1,0,0,2,0,0,1,3,12,0,0,0.17190449,1.2045,2,0,25,0,1,1,,6,46.15384615,0,0,0,2137157,9,0,4,1,2,203,1,1,0,0,1,0,100,0,1,0,0,22,1,0,6.725,0,0,0,0,0,0,0,0,203,0,0,3,1,2,2,0,0,0,5,2,40,4,2,1,7,8,40,3,35,35,70,4,0,108,1,0,0
James Milner,Brighton &amp; Hove Albion,M,15,6,42.85714286,95,18,40,204,178,382,86.42533937,6,37.5,10,19,1,0,0,38,1,0,2,2,18,0,0,3,7,32,1,0,0.62365316,1.0195,11,0,12.5,0,1,2,,18,45,0,0,0,2137132,60,6,8,0,6,743,1,1,0,0,1,0,100,0,1,0,0,80,2,0,6.711111111,0,1,0,0,0,0,0,0,743,0,0,5,3,4,2,1,50,0,14,9,64.28571429,8,33,2,14,24,42.85714286,45,253,189,442,8,0,543,3,2,0
Danny Welbeck,Brighton &amp; Hove Albion,F,8,0,0,135,5,55.55555556,211,142,353,79.3258427,17,32.0754717,36,34,1,0,1,47,4,10,9,1,28,0,0,19,12,104,1,1,1.37503793,11.9763,24,1,25,0,13,14,,39,36.44859813,2,0,1,2137159,92,9,20,3,23,2068,4,0,0,0,3,0,33.33333333,0,1,0,0,176,13,0,6.702941176,0,8,0,0,0,0,0,0,159.0769231,33.33333333,3,41,11,18,25,10,40,0,21,12,57.14285714,20,11,25,2,56,35,9,291,154,445,52,1,713,8,5,0
Solly March,Brighton &amp; Hove Albion,M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,1,100,0,0,0,2704366,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,2,1,0,0
Diego Coppola,Brighton &amp; Hove Albion,D,3,0,0,10,2,25,37,64,101,88.59649123,10,55.55555556,8,5,0,0,0,6,0,0,0,1,13,0,0,0,2,14,0,0,0.01608239,,4,0,0,0,0,0,,3,33.33333333,0,0,0,2196324,13,1,0,0,2,201,0,2,0,0,0,0,0,0,0,0,0,15,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,2,2,100,0,7,1,0,13,48.14814815,8,42,72,114,0,0,142,0,2,0
Georginio Rutter,Brighton &amp; Hove Albion,M,17,3,15,146,16,59.25925926,208,84,292,69.68973747,19,38.7755102,30,29,3,0,0,58,8,2,13,2,26,0,0,57,15,162,0,0,2.59915776,2.599,29,0,7.692307692,0,3,6,,90,40.54054054,0,0,0,2137153,127,10,24,2,20,1749,10,1,1,0,0,0,0,0,0,0,1,337,18,0,6.675862069,0,1,0,0,0,0,0,0,583,0,0,24,15,13,13,26,44.82758621,0,31,19,61.29032258,24,38,58,20,109,40.22140221,27,307,112,419,39,0,884,33,2,0
Charalampos Kostoulas,Brighton &amp; Hove Albion,F,4,0,0,36,1,25,56,23,79,74.52830189,16,42.10526316,22,18,1,0,0,22,3,2,3,0,4,0,0,10,3,56,0,0,0.28914626,1.923,7,0,11.76470588,0,2,3,,27,44.26229508,1,0,0,2375712,27,1,7,0,2,337,3,0,0,0,0,0,0,0,0,0,0,77,5,0,6.670588235,0,1,0,0,0,0,0,0,168.5,0,0,16,1,7,7,9,37.5,0,11,7,63.63636364,7,8,24,5,43,43.43434343,4,74,32,106,17,0,231,7,2,0
Brajan Gruda,Brighton &amp; Hove Albion,M,9,3,21.42857143,90,7,53.84615385,154,40,194,78.22580645,8,72.72727273,3,18,1,0,0,40,1,2,4,0,2,0,0,17,5,69,1,0,0.88002119,1.7211,11,0,6.25,0,1,2,,48,42.10526316,0,0,0,2137149,54,2,16,0,8,740,2,0,0,0,0,0,0,0,0,0,0,148,3,0,6.633333333,0,1,0,0,0,0,0,0,740,0,1,8,8,6,6,20,37.73584906,0,14,5,35.71428571,16,23,53,14,56,44.8,13,198,50,248,16,0,442,14,2,0
Jack Hinshelwood,Brighton &amp; Hove Albion,M,18,0,0,134,9,37.5,253,217,470,82.89241623,11,33.33333333,22,24,3,0,0,57,2,6,7,1,22,0,0,9,10,78,0,2,1.96149759,4.3713,33,0,9.375,0,3,6,,29,34.11764706,0,0,2,2168641,97,5,12,1,17,1506,2,5,1,0,0,0,0,0,0,0,0,147,9,0,6.630434783,0,2,0,0,0,0,0,0,502,0,0,26,6,12,13,3,33.33333333,0,17,12,70.58823529,12,35,9,7,40,33.89830508,24,324,243,567,32,0,756,9,0,0
Stefanos Tzimas,Brighton &amp; Hove Albion,F,0,0,0,6,0,0,10,7,17,70.83333333,0,0,2,9,1,0,0,10,0,1,1,0,1,0,0,9,2,18,0,0,0.11832743,0.4624,4,0,25,0,1,2,,5,23.80952381,0,0,0,2261025,7,0,6,0,1,164,1,1,0,0,0,0,0,0,0,0,0,23,2,0,6.622222222,0,1,0,0,0,0,0,0,164,0,0,4,0,2,1,1,50,0,3,2,66.66666667,6,3,2,1,5,21.73913043,2,17,7,24,4,0,58,1,0,0
Carlos Baleba,Brighton &amp; Hove Albion,M,22,0,0,89,29,55.76923077,227,327,554,86.15863142,21,53.84615385,18,28,0,0,0,85,1,1,7,2,28,0,0,14,14,85,0,4,0.66994945,0.5746,29,0,0,0,0,0,,60,47.24409449,0,0,1,2137165,89,26,6,0,21,1488,0,4,0,0,0,1,0,0,0,0,0,145,10,0,6.592592593,0,0,0,0,0,0,0,0,0,0,0,2,15,9,1,11,52.38095238,0,32,16,50,6,45,21,0,81,48.79518072,52,294,349,643,17,0,896,17,5,0
Tom Watson,Brighton &amp; Hove Albion,M,0,0,0,6,2,66.66666667,11,3,14,73.68421053,0,0,1,6,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0.03771793,0.0366,3,0,0,0,0,0,,1,20,0,0,0,2393108,5,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,100,0,0,1,0,1,16.66666667,3,14,5,19,1,0,31,0,1,0
Harry Howell,Brighton &amp; Hove Albion,M,1,0,0,7,2,50,18,11,29,85.29411765,2,33.33333333,4,3,0,0,0,3,0,0,0,0,3,0,0,2,2,9,0,0,0.03117956,,0,0,0,0,0,0,,3,37.5,0,0,0,2664085,5,0,0,0,1,93,1,0,0,0,0,0,0,0,0,0,0,14,0,0,6.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66.66666667,0,1,0,0,0,1,3,4,5,35.71428571,4,21,13,34,0,0,56,0,0,0
Igor Júlio,Brighton &amp; Hove Albion,D,1,0,0,2,2,33.33333333,5,11,16,72.72727273,0,0,1,4,0,0,0,3,0,0,0,0,10,0,0,0,0,2,0,0,0.00160173,,1,0,0,0,0,0,,0,0,0,0,0,2325170,6,1,1,0,1,122,0,2,0,0,0,0,0,0,0,0,0,9,0,0,6.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,10,12,22,0,0,43,0,0,0
Reece James,Chelsea,D,43,30,24.3902439,295,56,55.44554455,578,554,1132,88.99371069,30,65.2173913,16,27,4,0,0,96,8,0,9,4,39,0,0,13,10,76,1,3,3.13504645,1.0148,27,1,9.523809524,0,2,6,,77,56.20437956,0,0,2,2143788,140,32,27,0,20,1896,1,6,0,0,0,0,0,0,0,0,0,285,7,0,7.2,0,2,0,0,0,0,0,0,948,14.28571429,7,4,17,6,6,10,50,0,47,32,68.08510638,27,88,20,123,107,58.46994536,101,672,600,1272,21,3,1777,20,4,0
Moises Caicedo,Chelsea,M,63,2,28.57142857,365,57,64.77272727,902,824,1726,92.00426439,13,32.5,27,30,1,0,0,164,3,1,12,5,26,0,1,18,24,124,1,3,2.10791949,1.3926,46,0,11.53846154,0,3,4,,141,59.24369748,0,0,0,2143782,150,56,14,0,29,2537,0,14,0,1,0,1,0,0,0,0,0,212,8,0,7.153333333,1,3,0,0,0,0,0,0,845.6666667,0,0,6,20,7,7,12,54.54545455,0,83,44,53.01204819,13,105,22,7,154,55.39568345,88,1008,868,1876,26,1,2281,46,10,0
Enzo Fernández,Chelsea,M,76,16,19.27710843,534,89,62.23776224,989,646,1635,86.50793651,23,47.91666667,25,33,3,0,0,127,10,8,20,5,27,0,0,38,32,156,0,0,6.6878122,10.9352,30,0,11.76470588,0,8,11,,102,43.77682403,1,0,4,2143776,255,20,65,0,32,2851,1,1,0,1,2,0,100,0,2,0,0,452,12,0,7.121212121,0,7,0,0,0,0,0,0,356.375,0,6,40,28,20,28,11,25.58139535,0,51,21,41.17647059,64,140,43,83,125,44.48398577,143,1188,702,1890,68,1,2418,40,8,0
Joao Pedro,Chelsea,F,13,1,5.555555556,189,11,52.38095238,331,171,502,76.40791476,69,48.93617021,72,33,5,0,0,68,6,11,20,3,27,0,0,51,4,192,0,0,1.9726952,14.187,35,0,22.05882353,0,15,20,,108,47.36842105,3,0,0,2143778,155,5,29,5,29,2494,16,5,0,0,0,0,0,0,0,0,3,361,16,0,7.115151515,0,7,0,0,0,0,0,0,166.2666667,0,0,59,9,20,28,33,48.52941176,0,25,16,64,29,27,68,18,177,47.96747967,21,451,206,657,68,3,1169,51,4,0
Cole Palmer,Chelsea,M,17,5,14.70588235,271,34,68,410,202,612,85.11821975,0,0,3,23,1,0,1,77,3,5,20,2,12,0,0,32,9,95,0,1,2.32539893,10.1373,13,0,15.51724138,0,9,10,,71,43.55828221,0,0,0,2143794,107,15,24,9,21,1696,2,0,0,1,6,0,83.33333333,0,5,0,0,255,20,0,7.013043478,0,0,0,0,0,0,0,0,188.4444444,0,5,33,25,16,22,22,36.06557377,0,21,11,52.38095238,23,30,61,34,71,42.77108434,50,495,224,719,58,2,1072,28,4,0
Pedro Neto,Chelsea,M,29,36,20,384,29,65.90909091,581,196,777,87.01007839,8,25,24,32,4,0,0,80,11,3,21,5,13,0,0,24,23,140,0,0,6.699153,4.5259,15,1,11.36363636,0,5,9,,83,41.70854271,1,0,2,2143764,116,6,50,3,28,2489,6,0,0,1,0,0,0,0,0,0,0,407,13,0,6.941935484,1,1,0,0,0,0,0,0,497.8,100,1,29,15,11,12,44,44.89795918,0,16,10,62.5,49,46,98,180,91,39.39393939,44,673,220,893,44,2,1446,23,2,1
Trevoh Chalobah,Chelsea,D,31,1,20,183,49,39.83739837,618,1484,2102,93.05002213,73,54.88721805,60,32,0,0,0,118,1,2,3,9,173,0,1,5,9,95,1,1,1.04938141,1.4319,20,0,18.75,27,3,3,,59,62.76595745,2,0,0,2143802,157,35,5,1,31,2741,2,16,0,0,0,0,0,0,0,0,0,184,5,0,6.940625,1,0,0,0,0,0,0,0,913.6666667,0,0,11,5,8,5,7,77.77777778,0,35,23,65.71428571,5,70,9,5,132,58.14977974,123,714,1545,2259,16,3,2654,18,3,0
Robert Sánchez,Chelsea,G,71,0,0,51,188,32.52595156,124,704,828,67.31707317,13,92.85714286,1,33,1,0,0,280,2,0,0,9,26,0,1,1,0,3,1,3,0.06536275,,2,0,0,123,0,1,2.2948,11,84.61538462,0,36,0,2143763,402,1,5,0,33,2861,0,0,0,0,0,0,0,2,0,0,0,413,0,7,6.936363636,1,0,22,65,23,91,0,19,0,0,0,0,0,0,0,0,0,20,2,0,0,5,163,0,0,24,88.88888889,578,445,785,1230,0,0,1574,13,3,0
Wesley Fofana,Chelsea,D,10,1,50,116,25,48.07692308,371,652,1023,92.07920792,66,66.66666667,33,22,1,0,0,69,1,0,3,3,118,0,0,5,4,66,0,1,0.60938374,0.7214,20,0,0,2,0,1,,42,56,0,0,1,2161659,88,31,3,0,17,1493,1,19,0,0,0,0,0,0,0,0,0,111,2,0,6.927272727,1,0,0,0,0,0,0,0,0,0,0,8,0,4,1,10,71.42857143,0,19,10,52.63157895,3,21,14,2,108,62.06896552,52,423,688,1111,8,2,1399,14,5,1
Tosin Adarabioyo,Chelsea,D,11,0,0,30,20,41.66666667,203,482,685,90.48877147,41,70.68965517,17,16,0,0,0,22,1,0,1,2,66,0,0,1,2,25,1,0,0.40472315,0.1073,6,0,0,14,0,0,,17,68,0,0,0,2161650,72,9,1,0,8,796,1,5,0,0,0,0,0,0,0,0,0,78,0,0,6.913333333,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,17,8,47.05882353,1,24,0,0,58,69.87951807,48,244,513,757,2,1,874,0,2,0
Dário Essugo,Chelsea,M,1,0,0,5,0,0,12,7,19,82.60869565,1,100,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0.00875378,,2,0,0,0,0,0,,7,63.63636364,0,0,0,2818018,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,4,2,50,0,1,2,0,8,66.66666667,0,15,8,23,0,0,33,1,1,0
Filip Jørgensen,Chelsea,G,14,0,0,4,15,40.54054054,6,105,111,82.22222222,1,100,0,4,0,0,0,26,0,0,0,0,2,0,0,1,0,1,0,0,0.00171065,,0,0,0,10,0,0,-0.4458,0,0,0,3,0,2291630,24,1,0,0,2,288,0,0,0,0,0,0,0,0,0,0,0,25,0,1,6.825,0,0,5,4,2,6,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,1,50,37,25,110,135,0,0,164,0,0,0
Andrey Santos,Chelsea,M,14,0,0,125,14,50,317,333,650,89.4085282,14,46.66666667,16,25,0,0,0,44,1,3,2,1,18,0,0,2,11,42,0,1,0.86324633,1.7792,12,0,0,0,0,0,,53,67.08860759,0,0,1,2143804,77,19,8,0,11,1127,1,6,0,0,0,0,0,0,0,0,0,98,7,0,6.816,0,0,0,0,0,0,0,0,0,0,0,8,2,7,1,2,40,0,30,13,43.33333333,8,24,5,2,67,61.46788991,28,357,370,727,10,0,895,21,4,0
